1550256684.44,1550256688.11,2_0,6_1,10_2,6_0,10_1,2_0,6_1,10_2,6_0,10_1,2_0,6_1,10_2,6_0,10_1,1550256687.085549,1550256689.621356,2_0,False,1550256689.621408,1550256689.621408
1550256824.74,1550256828.23,10_0,6_2,10_1,2_0,1_2,10_0,6_2,10_1,2_0,1_2,10_0,6_2,10_1,2_0,1_2,1550256827.228282,1550256832.002166,10_0,False,1550256832.002221,1550256832.002221
1550256834.94,1550256841.78,6_0,10_1,10_2,10_3,2_0,6_0,10_1,10_2,10_3,2_0,6_0,10_1,10_2,10_3,2_0,1550256840.765923,1550256845.936249,10_3,False,1550256845.936318,1550256845.936318
1550256858.47,1550256870.79,6_4,6_1,10_2,10_3,1_0,6_4,6_1,10_2,10_3,1_0,6_4,6_1,10_2,10_3,1_0,1550256869.822433,1550256897.340068,6_2,True,1550256902.090858,1550256902.090858
1550256969.55,1550256972.28,1_0,1_2,5_0,4_0,5_2,1_0,1_2,5_0,4_0,5_2,1_0,1_2,5_0,4_0,5_2,1550256971.251917,1550256988.336824,1_0,False,1550256988.336879,1550256988.336879
1550257015.05,1550257016.31,1_2,9_2,6_4,9_0,6_2,1_2,9_2,6_4,9_0,6_2,1_2,9_2,6_4,9_0,6_2,1550257015.280091,1550257017.627467,1_2,False,1550257017.627532,1550257017.627532
1550257023.14,1550257024.64,1_2,9_2,9_0,6_2,6_4,1_2,9_2,9_0,6_2,6_4,1_2,9_2,9_0,6_2,6_4,1550257023.605187,1550257025.640371,1_2,False,1550257025.640436,1550257025.640436
1550257044.61,1550257047.38,4_0,4_2,1_0,1_2,9_2,4_0,4_2,1_0,1_2,9_2,4_0,4_2,1_0,1_2,9_2,1550257046.345907,1550257049.238163,4_0,False,1550257049.238212,1550257049.238212
1550257052.38,1550257054.52,4_1,5_1,9_2,4_0,9_0,4_1,5_1,9_2,4_0,9_0,4_1,5_1,9_2,4_0,9_0,1550257053.483754,1550257055.738208,4_1,False,1550257055.738406,1550257055.738406
1550257063.44,1550257065.14,4_1,5_1,9_0,9_2,4_0,4_1,5_1,9_0,9_2,4_0,4_1,5_1,9_0,9_2,4_0,1550257064.107152,1550257065.939632,4_1,False,1550257065.939697,1550257065.939697
1550257085.31,1550257089.0,6_1,6_4,6_0,6_3,10_1,6_1,6_4,6_0,6_3,10_1,6_1,6_4,6_0,6_3,10_1,1550257087.989639,1550257097.746722,6_3,False,1550257101.255134,1550257101.255134
1550257106.84,1550257108.64,6_4,6_3,6_0,6_2,10_0,6_4,6_3,6_0,6_2,10_0,6_4,6_3,6_0,6_2,10_0,1550257107.607349,1550257111.586579,6_0,False,1550257111.586632,1550257111.586632
1550257118.11,1550257119.85,2_2,6_3,6_0,6_4,10_1,2_2,6_3,6_0,6_4,10_1,2_2,6_3,6_0,6_4,10_1,1550257118.809372,1550257121.827897,6_3,False,1550257121.827964,1550257121.827964
1550257129.08,1550257129.88,6_2,6_4,6_1,10_3,9_2,6_2,6_4,6_1,10_3,9_2,6_2,6_4,6_1,10_3,9_2,1550257128.835981,1550257134.544941,6_4,False,1550257134.545001,1550257134.545001
1550257129.97,1550257133.0,6_2,6_4,10_3,2_0,6_1,6_2,6_4,10_3,2_0,6_1,6_2,6_4,10_3,2_0,6_1,1550257138.85531,1550257142.632789,6_4,False,1550257142.632852,1550257142.632852
1550257157.94,1550257160.58,1_1,5_2,1_2,5_0,9_1,1_1,5_2,1_2,5_0,9_1,1_1,5_2,1_2,5_0,9_1,1550257159.544267,1550257166.778226,5_0,False,1550257166.778271,1550257166.778271
1550257161.94,1550257164.47,2_1,6_2,10_0,5_2,10_2,2_1,6_2,10_0,5_2,10_2,2_1,6_2,10_0,5_2,10_2,1550257166.783977,1550257171.546526,6_2,False,1550257176.827037,1550257176.827037
1550257190.58,1550257193.17,5_0,5_2,1_2,9_2,1_0,5_0,5_2,1_2,9_2,1_0,5_0,5_2,1_2,9_2,1_0,1550257196.92716,1550257199.771393,5_0,False,1550257199.771444,1550257199.771444
1550257205.38,1550257208.08,5_2,9_2,1_1,1_2,9_1,5_2,9_2,1_1,1_2,9_1,5_2,9_2,1_1,1_2,9_1,1550257207.045583,1550257209.172329,5_2,False,1550257209.172398,1550257209.172398
1550257238.64,1550257240.91,4_1,9_2,1_1,1_2,5_1,4_1,9_2,1_1,1_2,5_1,4_1,9_2,1_1,1_2,5_1,1550257239.871915,1550257241.961552,4_1,False,1550257246.278419,1550257246.278419
1550257250.41,1550257252.58,9_1,4_0,1_1,4_1,5_1,9_1,4_0,1_1,4_1,5_1,9_1,4_0,1_1,4_1,5_1,1550257251.543004,1550257253.924133,4_0,False,1550257253.92418,1550257253.92418
1550257257.85,1550257259.97,4_1,5_1,4_0,9_0,9_1,4_1,5_1,4_0,9_0,9_1,4_1,5_1,4_0,9_0,9_1,1550257258.951879,1550257263.121228,4_1,False,1550257263.121296,1550257263.121296
1550257272.79,1550257274.61,1_2,9_2,4_0,5_1,4_2,1_2,9_2,4_0,5_1,4_2,1_2,9_2,4_0,5_1,4_2,1550257273.571688,1550257280.380052,9_2,False,1550257282.210382,1550257282.210382
1550257285.17,1550257289.88,1_2,9_2,9_0,5_1,4_0,1_2,9_2,9_0,5_1,4_0,1_2,9_2,9_0,5_1,4_0,1550257288.847423,1550257298.005463,9_0,False,1550257298.005608,1550257298.005608
1550257311.25,1550257312.53,9_1,1_1,9_2,1_2,4_1,9_1,1_1,9_2,1_2,4_1,9_1,1_1,9_2,1_2,4_1,1550257311.506761,1550257314.605052,9_1,False,1550257314.605112,1550257314.605112
1550257321.55,1550257323.14,1_1,9_2,9_1,1_2,9_0,1_1,9_2,9_1,1_2,9_0,1_1,9_2,9_1,1_2,9_0,1550257322.101084,1550257327.61897,9_1,False,1550257327.619079,1550257327.619079
